candidate_id,title,source_url,raw_access_status,action,priority,limitation_note
C0038,Minimum curvature trajectory planning and control for an autonomous race car,https://doi.org/10.1080/00423114.2019.1631455,metadata_only,user-fetch-or-document-limitation,medium,No v8 primary report; DOI/publisher record only.
C0040,Searching for the optimal racing line using genetic algorithms,https://doi.org/10.1109/itw.2010.5593330,metadata_only,user-fetch-or-document-limitation,medium,No v8 primary report; IEEE/DOI record only.
C0042,Computing the racing line using Bayesian optimization,https://doi.org/10.1109/cdc42340.2020.9304147,metadata_only,user-fetch-or-document-limitation,medium,No v8 primary report; IEEE/DOI record only.
C0064,Warp: A High-performance Python Framework for GPU Simulation and Graphics,https://github.com/NVIDIA/warp,official-web-evidence,archive-official-source,medium,Repository evidence rather than an archived GTC paper.
C0067,Towards automatic personalised content creation for racing games,https://ieeexplore.ieee.org/document/4219051/,metadata-only,user-fetch-or-document-limitation,medium,No local or independently verified public full text.
C0074,Deep Drone Racing: From Simulation to Reality With Domain Randomization,https://arxiv.org/abs/1905.09727,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the IEEE version.
C0075,AlphaPilot: autonomous drone racing,https://arxiv.org/abs/2005.12813,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the journal version.
C0076,Champion-level drone racing using deep reinforcement learning,https://www.nature.com/articles/s41586-023-06419-4,public-full-text,archive-public-full-text,medium,Official PDF endpoint returned a public PDF; no local archive copy.
C0077,Reaching the Limit in Autonomous Racing: Optimal Control versus Reinforcement Learning,https://arxiv.org/abs/2310.10943,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the Science Robotics version.
C0080,Latent Imagination Facilitates Zero-Shot Transfer in Autonomous Racing,https://arxiv.org/abs/2103.04909,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the ICRA version.
C0081,"VISTA 2.0: An Open, Data-driven Simulator for Multimodal Sensing and Policy Learning for Autonomous Vehicles",https://arxiv.org/abs/2111.12083,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the ICRA version.
C0083,"Unifying F1TENTH Autonomous Racing: Survey, Methods and Benchmarks",https://arxiv.org/abs/2402.18558,public-full-text,archive-public-full-text,medium,Public survey preprint verified; no local archive copy.
C0084,Advancing Autonomous Racing: A Comprehensive Survey of the Roboracer (F1TENTH) Platform,https://arxiv.org/abs/2506.15899,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the AIRC version.
C0085,Optimization-based autonomous racing of 1:43 scale RC cars,https://arxiv.org/abs/1711.07300,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the journal version.
C0086,TUM autonomous motorsport: An autonomous racing software for the Indy Autonomous Challenge,https://arxiv.org/abs/2205.15979,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the journal version.
C0087,Indy Autonomous Challenge - Autonomous Race Cars at the Handling Limits,https://arxiv.org/abs/2202.03807,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the book-chapter version.
C0089,AutoRally: An Open Platform for Aggressive Autonomous Driving,https://arxiv.org/abs/1806.00678,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the IEEE Control Systems version.
C0091,AI Racing Tech,https://www.airacingtech.com/about-us,official-web-evidence,archive-official-source,medium,Current team webpage; no versioned local snapshot.
C0092,Learning Model Predictive Control with Error Dynamics Regression for Autonomous Racing,https://arxiv.org/abs/2309.10716,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the ICRA version.
C0093,Towards Safety Assured End-to-End Vision-Based Control for Autonomous Racing,https://arxiv.org/abs/2303.02267,public-full-text,archive-public-full-text,medium,Public preprint PDF verified; no local archive copy.
C0094,Adaptive Planning and Control with Time-Varying Tire Models for Autonomous Racing Using Extreme Learning Machine,https://arxiv.org/abs/2303.08235,public-full-text,archive-public-full-text,medium,Public preprint PDF verified; no local archive copy.
C0095,LLA-MPC: Fast Adaptive Control for Autonomous Racing,https://arxiv.org/abs/2505.19512,public-full-text,archive-public-full-text,medium,Public preprint PDF verified; no local archive copy.
C0096,Autonomous Vehicles on the Edge: A Survey on Autonomous Vehicle Racing,https://arxiv.org/abs/2202.07008,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the IEEE Open Journal version.
C0099,Position-Based Multi-Agent Dynamics for Real-Time Crowd Simulation,https://arxiv.org/abs/1802.02673,public-full-text,archive-public-full-text,medium,Public author preprint verified; it may differ from the MiG version.
C0103,Machine learning-based test selection for simulation-based testing of self-driving cars software,https://doi.org/10.1007/s10664-023-10286-y,metadata_only,user-fetch-or-document-limitation,medium,No local archive; no lawful full-text copy verified in this audit.
C0104,Air Learning: a deep reinforcement learning gym for autonomous aerial robot visual navigation,https://link.springer.com/article/10.1007/s10994-021-06006-6,metadata_only,user-fetch-or-document-limitation,medium,No local archive; no independently verified full-text version recorded here.
C0106,A voyage planning framework for energy performance analysis of autonomous inland waterway vessels,https://doi.org/10.1016/j.energy.2025.137906,metadata_only,user-fetch-or-document-limitation,medium,No local archive; publisher record only.
C0108,AmbieGen: A search-based framework for autonomous systems testing,https://doi.org/10.1016/j.scico.2023.102990,metadata_only,user-fetch-or-document-limitation,medium,No local archive; publisher record only.
C0112,ASVSim (AirSim for Surface Vehicles): A High-Fidelity Simulation Framework for Autonomous Surface Vehicle Research,https://ieeexplore.ieee.org/document/11493908,full_text_official,archive-official-source,medium,No local archived copy.
C0120,AvoidBench: A high-fidelity vision-based obstacle avoidance benchmarking suite for multi-rotors,https://arxiv.org/abs/2301.07430,full_text_repository,archive-public-full-text,medium,Preprint may differ from final ICRA version.
C0123,Quality Metrics and Oracles for Autonomous Vehicles Testing,https://doi.org/10.1109/ICST49551.2021.00030,metadata_only,user-fetch-or-document-limitation,medium,No local archive; publisher record only.
C0124,AV-FUZZER: Finding Safety Violations in Autonomous Driving Systems,https://doi.org/10.1109/issre5003.2020.00012,metadata_only,user-fetch-or-document-limitation,medium,No local archive; publisher record only.
C0138,Autonomous Port Navigation With Ranging Sensors Using Model-Based Reinforcement Learning,https://doi.org/10.1115/omae2023-104455,metadata_only,user-fetch-or-document-limitation,medium,No local archive; no verified lawful full text in this audit.
C0149,Deep Reinforcement Learning Controller for 3D Path Following and Collision Avoidance by Autonomous Underwater Vehicles,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2020.566037/full,full_text_official,archive-official-source,medium,No local archived copy.
C0166,Curriculum Reinforcement Learning for Quadrotor Racing with Random Obstacles,https://arxiv.org/abs/2602.24030,full_text_public,archive-public-full-text,medium,Recent preprint; no local archive.
C0184,Formula Student Driverless Simulator 2.2.0,https://fs-driverless.github.io/Formula-Student-Driverless-Simulator/v2.2.0/system-overview/,full_text_official,archive-official-source,medium,Versioned documentation is public; release source not locally archived.
C0185,FSSIM,https://github.com/AMZ-Racing/fssim,full_text_official,archive-official-source,medium,Mutable repository branch; no local archive or commit pin.
C0189,TUMFTM/laptime-simulation,https://github.com/TUMFTM/laptime-simulation,full_text_official,archive-official-source,medium,Mutable repository branch; no local archive or commit pin.
C0004,Closing the Affective Loop via Experience-Driven Reinforcement Learning Designers,https://doi.org/10.1109/acii63134.2024.00034,metadata_only,user-fetch-or-document-limitation,low,No v8 primary report; IEEE record only.
C0005,Solid-Rally-Plus,https://github.com/DiogoAABranco/Solid-Rally-Plus,official_evidence,archive-official-source,low,Official repository; no v8 archived revision.
C0007,ASAM OpenDRIVE,https://www.asam.net/standards/detail/opendrive/,official_evidence,archive-official-source,low,Official standard landing page; specification text was not locally archived.
C0018,CLUTR: Curriculum Learning via Unsupervised Task Representation Learning,https://proceedings.mlr.press/v202/azad23a/azad23a.pdf,full_text,archive-public-full-text,low,Public proceedings PDF; no v8 archived copy.
C0019,Prioritized Level Replay,https://proceedings.mlr.press/v139/jiang21b/jiang21b.pdf,full_text,archive-public-full-text,low,Public proceedings PDF; no v8 archived copy.
C0030,Gran Turismo,https://www.polyphony.co.jp/products/,official_evidence,archive-official-source,low,Official product catalogue; no v8 archived artifact.
C0031,Super-Human Performance in Gran Turismo Sport Using Deep Reinforcement Learning,https://doi.org/10.1109/lra.2021.3064284,metadata_only,user-fetch-or-document-limitation,low,No v8 primary report; IEEE/DOI record only.
C0034,Gran Turismo Sport,https://www.gran-turismo.com/us/products/gtsport/,official_evidence,archive-official-source,low,Official product page; no v8 archived artifact.
C0035,Gran Turismo 7,https://www.gran-turismo.com/us/products/gt7/,official_evidence,archive-official-source,low,Official product page; no v8 archived artifact.
C0037,Race driver model,https://doi.org/10.1016/j.compstruc.2007.04.028,metadata_only,user-fetch-or-document-limitation,low,No v8 primary report; DOI/publisher record only.
C0045,Box2D,https://github.com/erincatto/box2d,official_evidence,archive-official-source,low,Official repository; no v8 archived revision.
C0048,Unity,https://docs.unity3d.com/Manual/UnityManual.html,official_evidence,archive-official-source,low,Official Unity manual; no v8 archived artifact.
C0053,ArcGIS CityEngine,https://www.esri.com/en-us/arcgis/products/arcgis-cityengine/overview,official-web-evidence,archive-official-source,low,Current product overview; no versioned local documentation snapshot.
C0055,"Global Curvature, Thickness, and the Ideal Shapes of Knots",https://pmc.ncbi.nlm.nih.gov/articles/PMC21766/,public-full-text,archive-public-full-text,low,PMC full text verified; no local archive copy.
C0056,On the minimum ropelength of knots and links,https://link.springer.com/article/10.1007/s00222-002-0234-y,metadata-only,user-fetch-or-document-limitation,low,No local or independently verified public full text.
C0057,Repulsive Curves,https://www.cs.cmu.edu/~kmcrane/Projects/RepulsiveCurves/,public-full-text,archive-public-full-text,low,Author project page exposes the paper PDF; no local archive copy.
C0059,Tangent-point energies and ropelength as Gamma-limits of discrete tangent-point energies on biarc curves,https://arxiv.org/abs/2203.16383,public-full-text,archive-public-full-text,low,Public preprint verified; it may differ from the journal version.
C0060,Position Based Dynamics,https://matthias-research.github.io/pages/publications/posBasedDyn.pdf,public-full-text,archive-public-full-text,low,Author-hosted PDF verified; no local archive copy.
C0062,Robotic Manipulation of Deformable Rope-Like Objects Using Differentiable Compliant Position-Based Dynamics,https://ieeexplore.ieee.org/document/10093017/,metadata-only,user-fetch-or-document-limitation,low,No local or independently verified public full text.
C0065,CUDA Graphs,https://docs.nvidia.com/cuda/cuda-programming-guide/04-special-topics/cuda-graphs.html,official-web-evidence,archive-official-source,low,Current documentation; no pinned local documentation version.
C0066,"First return, then explore",https://www.nature.com/articles/s41586-020-03157-9,metadata-only,user-fetch-or-document-limitation,low,No local full text; direct PDF retrieval did not yield a PDF in this audit.
C0078,MPCC++: Model Predictive Contouring Control for Time-Optimal Flight with Safety Constraints,https://www.roboticsproceedings.org/rss20/p109.pdf,public-full-text,archive-public-full-text,low,Official proceedings PDF verified; no local archive copy.
C0079,Deep Latent Competition: Learning to Race Using Visual Control Policies in Latent Space,https://proceedings.mlr.press/v155/schwarting21a.html,public-full-text,archive-public-full-text,low,Official proceedings page exposes downloadable PDF; no local archive copy.
C0082,MIT RACECAR,https://mit-racecar.github.io/,official-web-evidence,archive-official-source,low,Current project documentation; no versioned local snapshot.
C0100,uv,https://docs.astral.sh/uv/,official-web-evidence,archive-official-source,low,Current documentation; no pinned local documentation version.
C0101,Using Genetic Algorithms for Automating Automated Lane-Keeping System Testing,https://onlinelibrary.wiley.com/doi/10.1002/smr.2520,metadata-only,user-fetch-or-document-limitation,low,No local or independently verified public full text.
C0111,Learning vision-based agile flight via differentiable physics,https://doi.org/10.1038/s42256-025-01048-0,metadata_only,user-fetch-or-document-limitation,low,No local archive; publisher record only.
C0113,Evolving A Diverse Collection of Robot Path Planning Problems,https://doi.org/10.1109/cec.2006.1688530,metadata_only,user-fetch-or-document-limitation,low,No local archive; publisher record only.
C0129,OmniDrones: An Efficient and Flexible Platform for Reinforcement Learning in Drone Control,https://arxiv.org/abs/2309.12825,full_text_repository,archive-public-full-text,low,Preprint may differ from final IEEE RA-L version.
C0139,Learning high-speed flight in the wild,https://doi.org/10.1126/scirobotics.abg5810,metadata_only,user-fetch-or-document-limitation,low,No local archive; publisher record only.
C0142,DeepHyperion: Exploring the Feature Space of Deep Learning-Based Systems through Illumination Search,https://doi.org/10.1145/3460319.3464811,metadata_only,user-fetch-or-document-limitation,low,No local archive; publisher record only.
C0144,GenRL at the SBST 2022 Tool Competition,https://doi.org/10.1145/3526072.3527533,metadata_only,user-fetch-or-document-limitation,low,No local archive; publisher record only.
C0153,OpenAI Gym,https://arxiv.org/abs/1606.01540,full_text_repository,archive-public-full-text,low,Paper is a general toolkit description; no local archived copy.
C0155,Open-Ended Learning Strategies for Learning Complex Locomotion Skills,https://arxiv.org/abs/2206.06796,full_text_public,archive-public-full-text,low,Preprint only; no local archive.
C0157,Sim-to-Real Deep Reinforcement Learning based Obstacle Avoidance for UAVs under Measurement Uncertainty,https://arxiv.org/abs/2303.07243,full_text_public,archive-public-full-text,low,Preprint only; no local archive.
C0159,Reinforcement Learning for Collision-free Flight Exploiting Deep Collision Encoding,https://arxiv.org/abs/2402.03947,full_text_public,archive-public-full-text,low,Author preprint of ICRA paper; no local archive.
C0160,Learning Speed Adaptation for Flight in Clutter,https://arxiv.org/abs/2403.04586,full_text_public,archive-public-full-text,low,Author preprint of RA-L paper; no local archive.
C0167,Robot Squid Game: Quadrupedal Locomotion for Traversing Narrow Tunnels,https://arxiv.org/abs/2605.13665,full_text_public,archive-public-full-text,low,Recent preprint; no local archive.
C0169,ASAM OpenCRG 2.0.1,https://www.asam.net/standards/detail/opencrg/,metadata_only_official,archive-official-source,low,Official page confirms version; standard download requires registration/details; no local archive.
C0170,"ASAM OpenDRIVE BS 1.8.1 Specification, 2024-11-21",https://publications.pages.asam.net/standards/ASAM_OpenDRIVE/ASAM_OpenDRIVE_Specification/v1.8.1/specification/index.html,full_text_official,archive-official-source,low,Versioned official HTML specification; no local archive.
C0171,ASAM OpenDRIVE BS 1.9.0 Specification,https://publications.pages.asam.net/standards/ASAM_OpenDRIVE/ASAM_OpenDRIVE_Specification/v1.9.0/specification/index.html,full_text_official,archive-official-source,low,Versioned official HTML specification; no local archive.
C0190,Learning to Walk in Minutes Using Massively Parallel Deep Reinforcement Learning,https://proceedings.mlr.press/v164/rudin22a.html,full_text_public,archive-public-full-text,low,Proceedings source; no local archive.
C0192,OpenDRIVE standalone mode,https://carla.readthedocs.io/en/0.9.12/adv_opendrive/,full_text_official,archive-official-source,low,Versioned documentation; no local archive.
C0193,Plan File Format,https://docs.qgroundcontrol.com/master/en/qgc-dev-guide/file_formats/plan.html,full_text_official,archive-official-source,low,Mutable master documentation; no local archive.
C0199,Robot Parkour Learning,https://proceedings.mlr.press/v229/zhuang23a.html,full_text_public,archive-public-full-text,low,Proceedings source; no local archive.
C0200,RobotX 2026 | Team Handbook,https://robonation.org/app/uploads/sites/2/2026/06/RobotX-2026_Team-Handbook-20260625.pdf,full_text_official,archive-official-source,low,Versioned handbook is public; no local archive.
C0201,SailBot 2022 Events,https://www.sailbot.org/wp-content/uploads/2022/05/SailBot-2022-Events.pdf,full_text_official,archive-official-source,low,Competition event specification; no local archive.
C0204,Pose Frame Semantics Tutorial,https://sdformat.org/tutorials/specification/pose_frame_semantics/1.7/,full_text_official,archive-official-source,low,Versioned tutorial page; no local archive.
C0206,Team Handbook Njord 2026,https://njord.gitbook.io/2026/,full_text_official,archive-official-source,low,Live handbook is updated in place; no local archive.
C0207,VRX Competition Technical Guide: Virtual RobotX 2022 Competition,https://robonation.org/app/uploads/sites/2/2021/11/VRX2022_Technical-Guide_v1.1.pdf,full_text_official,archive-official-source,low,Technical guide is public; no local archive.
C0209,VRX 2023 Task Descriptions,https://robonation.org/app/uploads/sites/2/2023/07/VRX2023_Task-Descriptions_v1.2.pdf,full_text_official,archive-official-source,low,Task-description specification is public; no local archive.
C0210,VRX Automated Evaluation,https://github.com/osrf/vrx-docker,full_text_official,archive-official-source,low,Mutable repository branch; no local archive or commit pin.
